# Copyright (C) 2025 by Curiosio
# Licensed under ECL (Educational Community License)

osm_id	name	country	area	bounding_box
4167457	Escariz (São Mamede) e Escariz (São Martinho)	Portugal	6.245521820704904	POLYGON((-8.54284707142165 41.6248545759088,-8.54284707142165 41.6574054454261,-8.5148522691934 41.6574054454261,-8.5148522691934 41.6248545759088,-8.54284707142165 41.6248545759088))
5713287	Gemieira	Portugal	4.537872803941339	POLYGON((-8.53604037931154 41.7665297781182,-8.53604037931154 41.7934809495823,-8.50445510503988 41.7934809495823,-8.50445510503988 41.7665297781182,-8.53604037931154 41.7665297781182))
4161492	Moure	Portugal	4.865809238108666	POLYGON((-8.49977750015486 41.6301570516754,-8.49977750015486 41.656784681677,-8.46163020152673 41.656784681677,-8.46163020152673 41.6301570516754,-8.49977750015486 41.6301570516754))
4167463	Valbom (São Pedro), Passô e Valbom (São Martinho)	Portugal	6.691442087126141	POLYGON((-8.37006964402053 41.6976721920907,-8.37006964402053 41.7324447688631,-8.31917900272157 41.7324447688631,-8.31917900272157 41.6976721920907,-8.37006964402053 41.6976721920907))
4135545	Braga (São José de São Lázaro e São João do Souto)	Portugal	2.6228481786750484	POLYGON((-8.43010477404371 41.5346260704549,-8.43010477404371 41.5540241413314,-8.40617913434912 41.5540241413314,-8.40617913434912 41.5346260704549,-8.43010477404371 41.5346260704549))
4133695	Braga (São Vicente)	Portugal	2.752520534130482	POLYGON((-8.43243175800276 41.5520523824288,-8.43243175800276 41.5770279393149,-8.41080493907251 41.5770279393149,-8.41080493907251 41.5520523824288,-8.43243175800276 41.5520523824288))
4053150	Adães	Portugal	2.9019412944749163	POLYGON((-8.57934707461911 41.5177662913166,-8.57934707461911 41.5321424287256,-8.5498112594924 41.5321424287256,-8.5498112594924 41.5177662913166,-8.57934707461911 41.5177662913166))
4053128	Aborim	Portugal	6.676304009099011	POLYGON((-8.64772655688961 41.600252265171,-8.64772655688961 41.6290662307964,-8.60134554713605 41.6290662307964,-8.60134554713605 41.600252265171,-8.64772655688961 41.600252265171))
4054092	Alvito (São Pedro e São Martinho) e Couto	Portugal	9.228178177190085	POLYGON((-8.61187464244551 41.5828221813407,-8.61187464244551 41.6268643886518,-8.57492201647671 41.6268643886518,-8.57492201647671 41.5828221813407,-8.61187464244551 41.5828221813407))
4055524	Areias	Portugal	2.710789760543135	POLYGON((-8.55244066251794 41.5480899215226,-8.55244066251794 41.5668886863221,-8.52780524326258 41.5668886863221,-8.52780524326258 41.5480899215226,-8.55244066251794 41.5480899215226))
4056348	Carreira e Fonte Coberta	Portugal	5.701051171478112	POLYGON((-8.56855294353127 41.4683735799338,-8.56855294353127 41.4981129914886,-8.53927076479459 41.4981129914886,-8.53927076479459 41.4683735799338,-8.56855294353127 41.4683735799338))
4056670	Cossourado	Portugal	6.959781705131806	POLYGON((-8.64225845471628 41.6143049449366,-8.64225845471628 41.6441563387177,-8.6038775524467 41.6441563387177,-8.6038775524467 41.6143049449366,-8.64225845471628 41.6143049449366))
4056691	Creixomil e Mariz	Portugal	7.526702259489554	POLYGON((-8.6891068393908 41.5194354635146,-8.6891068393908 41.5504291430602,-8.65017474316852 41.5504291430602,-8.65017474316852 41.5194354635146,-8.6891068393908 41.5194354635146))
4056695	Cristelo	Portugal	8.31556460923247	POLYGON((-8.72068306120701 41.4543077405802,-8.72068306120701 41.4911769666125,-8.6825878141976 41.4911769666125,-8.6825878141976 41.4543077405802,-8.72068306120701 41.4543077405802))
